,formatted_data,seven_digit,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id
2374,Rihanna - We Ride,3499840,237.87057,0.334,5,0.158,-6.131,0,0.453,231.433,99.989,1,1.0,b'TRASWPD128F42B4F7B'
2375,The Winans - This Train,3761022,238.65424,3.413,0,0.049,-8.071,1,0.307,226.969,105.99,4,0.893,b'TRASWSV128F92F0E7E'
2376,Patty Griffin - Flaming Red,166347,134.05995,0.403,10,0.105,-6.376,0,0.53,129.387,124.794,4,0.697,b'TRASWKJ128E0792FE7'
2377,Beenie Man - Million Gal,6358968,200.09751,0.363,11,0.591,-9.708,0,0.279,192.859,95.697,4,1.0,b'TRASWVM12903CA5601'
2378,The Smashing Pumpkins - Real Love,104234,249.62567,0.16,2,0.412,-4.673,1,0.418,234.365,152.999,4,1.0,b'TRASWIV128E0788A84'
2379,Alexandre Desplat - Hidden Documents,8388830,128.62649,0.113,5,0.02,-30.18,1,0.467,128.626,91.954,4,0.466,b'TRASWEK12903CB8417'
2380,Emperor - Al Svartr (The Oath),121260,258.35057,0.461,4,0.016,-11.164,0,0.589,258.351,116.171,7,0.9,b'TRASWFP128E0789E6C'
2381,Oceansize - New Pin (edit),331574,249.93914,1.007,2,0.355,-8.08,1,0.411,232.35,118.049,4,0.759,b'TRASWQE128F146C987'
2382,Daan Junior - Tout moun sou do,9018108,413.49179,0.125,11,0.018,-5.366,0,0.339,397.781,96.005,4,1.0,b'TRASWST12903CDDB62'
2383,Head Horny's - Pray (Instrumental Version),8414545,392.56771,0.0,1,0.478,-9.405,1,0.418,383.495,148.14,4,0.34,b'TRASWSO12903CBE857'
2384,Atman - Govinda,6114771,394.86649,5.108,6,0.011,-8.595,1,0.347,390.026,125.374,5,0.711,b'TRASWAT128F93369E7'
2385,Gloriana - Pulecenella 'e mò,8044883,179.06893,0.844,0,0.437,-17.522,0,0.465,175.92,161.054,4,0.67,b'TRAARRG12903CDB456'
2386,Butterfly Temple - Iskorosten' (instr.),8968753,100.5971,1.268,8,0.246,-10.777,1,0.326,100.597,159.895,5,0.298,b'TRAARSF12903CD1B12'
2387,The Killers - Spaceman,6937326,284.3424,0.206,4,0.49,-6.546,1,0.469,267.685,151.953,4,0.198,b'TRAARHS128F931689D'
2388,Grant Geissman - Big Stax/High Volts (Album Version),5132847,320.60036,0.0,9,0.802,-9.993,1,0.463,303.044,128.219,4,0.859,b'TRAARUN128F932B1A0'
2389,Tam Tam Go! - Spanish Shuffle (Album Version),1655259,226.82077,0.322,9,0.51,-7.684,1,0.456,220.235,119.524,4,0.941,b'TRAAUGD128F42734DA'
2390,Rah Digga (Featuring Outsidaz) - The Last Word (Amended Version),6794405,256.80934,0.0,7,0.638,-7.307,1,0.684,242.95,201.802,3,0.896,b'TRAAUZX128F92F3D53'
2391,Warrior King - Empress So Divine,1525925,224.28689,2.409,10,0.693,-4.779,1,0.501,217.623,241.877,4,0.947,b'TRAAUIH128F4254C9D'
2392,Soda Stereo - Terapia De Amor Intensiva,5644849,340.29669,0.374,7,0.403,-11.356,1,0.196,327.396,91.328,4,0.884,b'TRAAUKK128F933A680'
2393,LORE - Haunting,5201508,216.55465,3.17,8,0.9,-8.147,1,0.702,209.537,130.062,4,0.281,b'TRAAUMJ128F933BDB6'
2394,Placebo - English Summer Rain,3020,241.52771,0.0,10,0.532,-7.255,0,0.523,229.837,108.264,4,0.902,b'TRAAUEO128E0780CB9'
2395,Delta 9 - Infidel,6149770,94.06649,0.0,2,0.171,-9.506,1,0.24,94.066,109.636,5,0.935,b'TRAAUDN128F933F20D'
2396,Jimmy Wakely - Beautiful Brown eyes,5460942,155.95057,0.299,2,0.745,-14.123,1,0.704,144.283,109.065,1,0.04,b'TRAAUWD128F930DD4E'
2397,The Nightraver & The Magican - Drop the Bass,6402256,233.53424,0.0,6,0.741,-5.483,1,0.548,226.04,184.981,4,0.32,b'TRAAUZI12903CAFD53'
2398,Soul Asylum - Lies Of Hate,3227115,279.2224,2.009,11,0.905,-6.582,0,0.883,265.834,68.734,4,0.0,b'TRAAUMN128F4273561'
2399,Carl Doy with NZSO - The First Noel,7351211,158.56281,0.223,2,0.954,-16.527,1,0.647,153.211,94.658,3,0.653,b'TRAAUMZ12903CA97DC'
2400,Gertrudis - Intro,4976534,106.52689,4.104,9,0.0,-12.385,0,0.0,106.527,97.76,4,0.832,b'TRAAUGZ128F9307F78'
2401,Horace Andy - Musical Episode,2243499,234.44853,0.374,10,0.166,-10.173,0,0.211,222.546,102.055,1,0.0,b'TRAAUSW128F426646E'
2402,Tyrone Davis - Cheatin' In The Next Room,6654204,235.91138,0.322,10,0.46,-10.466,1,0.379,219.725,161.976,4,0.696,b'TRAAIBB12903CECB35'
2403,Nazz - How Can You Call That Beautiful (Stewkey Vocal),5909826,220.89098,0.0,9,0.606,-6.302,1,0.475,213.107,119.691,4,0.491,b'TRAAIAX128F930531B'
2404,Morel - Blue Taxi,2942130,311.40526,0.0,10,0.685,-4.313,1,0.611,300.118,108.367,4,0.36,b'TRAAIXN128F428027A'
2405,DJ X-Change featuring DJ Joey A - Come Over,5562001,184.31955,0.798,6,0.0,-5.58,0,0.0,178.503,150.012,4,0.0,b'TRAAIRG128F93265E8'
2406,Martina McBride - I Can't Stop Loving You,3464362,261.95546,0.0,7,0.96,-13.627,1,0.634,253.452,100.194,3,1.0,b'TRAAIAE128F42AC53D'
2407,Howard Armstrong - My Four Reasons,2400403,198.922,0.228,9,0.0,-13.495,0,0.094,190.705,126.821,4,0.0,b'TRAAIIE128F4288BB1'
2408,Horace Andy - Thank You Lord,8679507,176.27383,0.183,2,0.171,-11.479,1,0.239,166.911,151.911,4,0.231,b'TRAAIAN12903CFF16D'
2409,Miguel Gallardo - Eternamente Amame,5700867,238.68036,0.386,5,0.458,-12.991,1,0.542,230.742,125.508,4,0.462,b'TRAAILM128F93480BB'
2410,Donny Hathaway - Little Girl (LP Version),2930653,283.21914,0.258,2,0.499,-15.144,1,0.652,277.467,111.191,3,0.851,b'TRAAIII128F427D5D8'
2411,Rory Block - Three Is a Crowd,6349010,266.05669,0.23,1,0.936,-13.836,1,0.763,256.064,90.101,1,0.0,b'TRAAIGD12903CA2F3C'
2412,Boyz II Men - On Bended Knee,5784762,329.27302,0.45,8,0.497,-7.103,1,0.491,322.101,116.473,4,1.0,b'TRAAIHL128F92E6DDA'
2413,Richard Burton - I See The Boys Of Summer,6406022,171.49342,0.085,2,0.45,-37.398,1,0.685,165.216,109.823,3,0.659,b'TRAAIFG12903CB0BCB'
2414,Wolfmother - White Feather,8009167,212.37506,0.868,4,0.372,-5.931,0,0.207,209.438,110.745,4,1.0,b'TRAAIYR12903CD290D'
2415,Les Ogres De Barback - Niev nietch nievitch,4703082,254.06649,0.43,4,0.446,-6.01,0,0.383,249.562,137.888,1,0.0,b'TRAAINT128F933BBE0'
2416,Hot Tuna - Candy Man,4141634,239.59465,0.31,0,0.601,-9.275,1,0.563,231.3,172.398,1,0.0,b'TRAAIDY128F92CA454'
2417,Tony Joe White - I Want Love (Tween You & Me) (Album Version),1435942,162.53342,0.524,2,0.243,-17.285,1,0.297,151.551,173.482,4,0.804,b'TRAAIXU128F4241E5C'
2418,Brixx - 7 Miles,6036365,349.12608,0.0,11,0.7,-11.708,0,0.319,338.506,138.003,4,0.0,b'TRAANTD128F9323B23'
2419,Diesel Boy - Cooler Than You,6176506,124.15955,0.38,11,0.724,-4.793,1,0.583,122.015,133.729,1,0.046,b'TRAANBH128F9345A6C'
2420,Bandido - End Of The Road (Head Hornys Remix),8488956,333.13914,0.0,6,0.598,-5.671,1,0.532,317.719,144.812,1,0.091,b'TRAANRI12903CD0A9C'
2421,Cradle Of Filth - Summer Dying Fast,1937965,321.35791,0.0,2,0.341,-6.2,0,0.369,312.761,193.693,4,0.617,b'TRAANLO128F422AE37'
2422,Ladybug - Snapshot,7621301,341.36771,0.0,10,0.432,-9.632,1,0.304,324.679,126.95,4,0.575,b'TRAANMF12903CEAFEF'
2423,Angelo Badalamenti - Taryns Deepest Fear,3070778,167.3922,0.131,4,0.694,-17.623,0,0.591,163.149,139.136,4,0.63,b'TRAANKK128F42531BC'
2424,Nine Inch Nails - The Frail,163540,168.56771,0.0,7,0.576,-16.968,0,0.621,159.637,130.284,4,0.706,b'TRAANTZ128E0792529'
2425,Jim Chappell - Still,5729973,263.94077,0.429,0,0.693,-19.821,1,0.528,248.123,76.693,4,0.524,b'TRAANLZ128F934EC42'
2426,Nine Inch Nails - Metal,163543,426.89261,0.286,0,0.05,-12.951,0,0.395,399.9,63.017,4,0.378,b'TRAAGEC128E079252C'
2427,Flor Silvestre - Caricia Y Herida,870018,134.81751,0.0,11,0.847,-8.133,1,0.646,130.723,106.049,1,0.0,b'TRAAGZU128EF360F47'
2428,Nadine Renee - Next Time,852705,249.41669,0.647,2,0.883,-6.693,1,0.728,238.434,167.92,4,0.75,b'TRAAGHM128EF35CF8E'
2429,T.G. Sheppard - You Feel Good All Over,2185175,194.11546,0.089,5,1.0,-15.581,1,0.886,182.729,82.343,1,0.387,b'TRAAGOH128F42593CE'
2430,Julien Clerc - This Melody (Live),7368035,272.63955,2.775,2,0.633,-9.97,1,0.605,272.64,119.896,5,0.921,b'TRAAGMJ12903CAD7D4'
2431,Hank Penny & The Lincoln Penny Orchestra - Dixie,6990204,123.21914,1.001,7,0.278,-12.69,0,0.482,118.079,126.523,1,0.0,b'TRAAGUA128F93236E8'
2432,Inspiral Carpets - Commercial Reign,116001,283.76771,0.0,2,0.823,-8.7,1,0.69,271.83,113.677,4,1.0,b'TRAAGVF128E0789785'
2433,The Dirty Skirts - Wake,3662845,206.75873,0.096,0,0.613,-4.907,1,0.656,193.115,141.936,4,0.634,b'TRAAGXN128F92DE52C'
2434,Suburbs - Monde De Fou,4855196,187.24526,0.107,1,0.842,-4.42,1,0.721,178.625,183.92,1,0.063,b'TRAAGKQ128F92EAF39'
2435,Queens Of The Stone Age - I Never Came,2417203,288.41751,0.113,2,0.08,-8.165,1,0.665,279.179,115.606,4,0.0,b'TRAAGPJ128F428CD1B'
2436,Lesley Gore - It's My Party,292256,136.48934,0.229,9,0.386,-9.091,1,0.632,130.026,129.122,1,0.0,b'TRAAGJV128F1464090'
2437,Borialis - Hourglass,51416,239.3073,0.182,2,0.569,-5.758,1,0.601,220.264,86.938,4,0.222,b'TRAAGVM128E0784D95'
2438,Glen Campbell - I'm Gone This Time,1164868,142.75873,0.218,1,0.62,-11.335,0,0.814,135.546,137.29,4,0.0,b'TRAAGNL128F4299BF1'
2439,Nick Cave & The Bad Seeds - She Fell Away (2009 Digital Remaster),4603984,269.26975,3.889,9,0.052,-11.751,0,0.142,262.798,144.603,4,0.0,b'TRAAGGE128F9325E2C'
2440,Smartbomb - Complicate It,7031468,233.27302,0.386,0,0.53,-2.658,1,0.501,231.178,132.022,4,0.782,b'TRAAGKF128F932D5A2'
2441,Emperor - Opus a Satana (Part 2),5488523,72.61995,0.0,9,0.0,-11.051,0,0.0,68.365,89.867,4,0.476,b'TRAAGKS128F9314884'
2442,Savage Garden - You Can Still Be Free,3228951,118.33424,0.0,9,0.0,-11.215,0,0.0,118.334,84.69,5,0.678,b'TRAAGPH128F4273C8D'
2443,Slim Whitman - Indian Love Call,7576962,195.91791,0.165,3,0.883,-11.98,1,0.735,192.087,91.487,4,0.0,b'TRAAGPF12903CE027E'
2444,Black Eyed Peas - Let's Get It Started,3999070,229.61587,0.0,11,0.205,-4.882,0,0.332,213.664,105.206,4,1.0,b'TRAAGCZ128F93210FD'
2445,Lisa Lynne - Isla del Luna,3358693,316.49914,2.061,2,0.6,-14.544,1,0.657,303.148,95.981,4,0.186,b'TRAAZPJ128F4292DB5'
2446,Stephy Tang - Leng Jing,8367004,214.12526,0.647,4,0.272,-7.225,0,0.359,201.961,105.196,1,0.569,b'TRAAZYI12903CB2EE4'
2447,The Black Velvet Band - Dancing To A Standstill,6322619,256.39138,0.0,9,0.59,-8.632,1,0.67,239.56,122.174,4,0.302,b'TRAAZOZ12903C9CABF'
2448,Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge - Joy To The World,542208,111.0722,0.555,6,0.103,-13.826,1,0.476,105.982,82.422,4,0.377,b'TRAAZBX128F1492AF8'
2449,Angela Dimitriou - Ftei O Erotas,3266154,265.37751,4.093,9,0.446,-9.28,0,0.494,265.378,124.177,4,0.681,b'TRAAZHO128F427C9EC'
2450,The Jeff Healey Band - Hoochie Coochie Man,7890933,313.7824,0.427,7,0.241,-11.488,1,0.362,308.094,107.197,3,1.0,b'TRAAZGC12903CB5DFB'
2451,Java - Don't Phunk With My Heart,9019258,356.41424,0.067,1,0.651,-7.598,1,0.531,352.775,130.861,4,0.132,b'TRAAZKV12903CDDFE0'
2452,Danny Wilson - The Second Summer Of Love,1680735,167.20934,0.0,7,0.605,-7.928,1,0.677,156.34,196.034,4,0.868,b'TRAAZIE128F427961E'
2453,SWAMI featuring Asuivre - Give It What U Got,7208257,260.28363,0.16,10,0.014,-2.939,0,0.32,257.869,90.008,4,0.676,b'TRAAZLK128F93586D6'
2454,Shawn Colvin - Another Long One,4733059,224.60036,0.085,8,0.719,-13.256,1,0.565,219.214,210.871,4,1.0,b'TRAAZQW128F93430DC'
2455,Sticky Fingaz - Oh My God,3257650,266.4224,0.0,6,0.358,-5.947,0,0.324,266.422,80.149,4,1.0,b'TRAAZBD128F427A97D'
2456,Lionel Rogg - Prelude And Fugue In C Major BWV 531 : Fugue,6303444,240.61342,0.52,0,0.314,-14.367,1,0.601,233.593,64.401,4,0.0,b'TRAAZJU12903C980B6'
2457,Pe'z - Spirit,1733095,252.57751,0.0,0,0.194,-7.605,0,0.072,252.577,75.955,5,0.866,b'TRAAZQF128F4285BC3'
2458,Extreme - Teacher's Pet,307389,181.55057,0.133,1,0.306,-9.334,1,0.369,173.761,120.097,4,0.194,b'TRAATPA128F146753C'
2459,Korn - Ever Be,3150819,288.49587,0.107,10,0.439,-5.912,1,0.383,276.95,160.022,3,0.719,b'TRAATNJ128F42631BA'
2460,Alexandre Desplat - Palmer enquête,2782276,70.26893,0.0,7,0.417,-16.942,0,0.524,64.505,128.173,4,0.189,b'TRAATQC128F425AF61'
2461,James Horner - Atmosphere Station,663910,191.81669,3.146,9,0.137,-38.525,1,0.399,179.868,90.084,1,0.342,b'TRAATBN128F14ACE82'
2462,Prozak - Go To Hell,6493881,173.24363,0.09,8,0.364,-6.021,1,0.433,161.414,88.835,4,0.854,b'TRAATWQ12903CC5BA8'
2463,Little Joe - Loco (Crazy),5622090,239.01995,0.187,5,0.606,-10.274,1,0.598,230.545,106.398,3,1.0,b'TRAATMY128F9334DAC'
2464,Blind Blake & The Royal Victoria Hotel Calypsos - Oh Look Misery,4931286,151.53587,0.0,7,0.497,-7.108,1,0.494,145.734,101.492,4,1.0,b'TRAATNN128F92FD35F'
2465,Xcultures - Smile,5190178,38.3473,0.0,9,0.054,-16.006,0,0.334,38.347,107.177,7,0.545,b'TRAATJK128F9339179'
2466,Percy Faith - Yesterdays,7855982,160.28689,0.061,0,0.837,-15.578,0,0.718,156.386,86.141,4,0.77,b'TRAATOA12903CAD615'
2467,Tantric - Walk Away,6323321,177.24036,0.107,2,0.796,-1.843,1,0.732,171.404,106.698,1,0.792,b'TRAATGM12903C9CD7C'
2468,Mastodon - Shadows That Move,2442518,233.58649,0.229,2,0.604,-3.937,1,0.402,233.586,89.78,4,0.0,b'TRAATIU128F4291A84'
2469,Jerry Butler - Moon River - Original,4781027,155.74159,0.177,2,0.426,-13.135,1,0.45,144.689,105.24,4,0.0,b'TRAATXO128F92D97A6'
2470,Yvette Horner - La Plus Bath Des Javas,1567905,148.03546,0.404,7,0.881,-6.893,1,0.724,141.427,162.385,1,0.0,b'TRAATZQ128F425E5F1'
2471,The Irish Tenors - Mountains Of Mourne,8689170,100.85832,0.0,10,0.045,-19.794,1,0.344,100.858,152.258,4,0.487,b'TRAATLC12903D0172B'
2472,U2 - Kite Live from Sydney,558454,485.19791,4.923,3,0.878,-7.614,1,0.916,474.517,134.083,4,0.662,b'TRAATMY128F149562F'
2473,Sir Neville Marriner - 4 Sea Interludes Op. 33a: Storm,1589958,315.27138,0.0,4,0.517,-16.753,1,0.396,303.45,100.349,1,0.0,b'TRAASYO128F4263883'
2474,Rage Against The Machine - Kick Out The Jams,3162183,201.56036,0.0,9,0.539,-2.069,1,0.379,201.56,140.63,1,0.0,b'TRAASKQ128F4265E04'
2475,Bone Thugs-N-Harmony / Akon - Never Forget Me,769300,286.30159,0.177,1,0.529,-6.933,1,0.317,273.601,154.09,4,0.625,b'TRAASGM128EF34DBB0'
2476,Jazz Gillum - Me And My Buddy,1713200,185.67791,0.234,0,0.04,-16.844,0,0.123,178.765,101.41,1,0.0,b'TRAASOD128F428154C'
2477,Ultraviolence - Murder Academy,7564768,303.04608,0.102,1,0.745,-10.57,1,0.556,292.664,210.47,4,0.418,b'TRAASSO12903CDD2FF'
2478,Agnes - I Need You Now,7147433,275.06893,0.0,7,0.727,-4.376,1,0.552,271.296,124.009,4,0.944,b'TRAASZE128F93499AE'
2479,Moonsorrow - Ukkosenjumalan poika,3540289,356.49261,0.276,9,0.764,-4.178,1,0.561,356.493,124.237,4,0.0,b'TRAASIG128F92C3A6B'
2480,Orbital - Illuminate,1156345,327.8624,0.38,0,0.509,-6.531,1,0.519,316.447,125.975,4,0.794,b'TRAASFP128F42980BD'
2481,Korn - Hey Daddy,4516772,224.522,0.0,7,0.435,-6.694,1,0.467,214.941,94.057,4,1.0,b'TRAASUZ128F9314950'
2482,N.W.A. - A B***** Is A B***** (Edited),1694969,168.75057,0.281,9,0.445,-8.91,1,0.419,165.86,97.099,4,1.0,b'TRAASKO128F427CE1C'
2483,Rise Against - Amber Changing,6186372,218.8273,0.194,4,0.355,-3.803,1,0.354,218.827,186.254,4,0.526,b'TRAASQC128F93480F0'
2484,José Augusto - Pecado De Amor,5634053,284.70812,0.0,0,0.106,-8.339,1,0.324,274.448,98.859,4,0.326,b'TRAASEO128F9337C48'
2485,20/20 - It Goes On,6554656,302.36689,14.588,6,1.0,-12.99,1,0.947,284.595,101.229,4,0.634,b'TRAASDM12903CD474E'
2486,Casual - I Didn't Mean To,3401791,218.93179,0.247,1,0.736,-11.197,0,0.636,218.932,92.198,4,0.778,b'TRAAAAW128F429D538'
2487,Adam Ant - Something Girls,3226795,233.40363,0.0,0,0.751,-9.013,1,0.749,217.124,119.293,4,0.0,b'TRAAAEF128F4273421'
2488,Planet P Project - Pink World,3996579,269.81832,5.3,4,0.717,-13.496,1,0.652,258.99,86.643,4,0.487,b'TRAAARJ128F9320760'
2489,The Box Tops - Soul Deep,3400270,148.03546,0.148,6,0.169,-9.843,0,0.43,137.915,121.274,4,0.384,b'TRAAABD128F429CF47'
2490,Clp - Insatiable (Instrumental Version),7684249,266.39628,0.084,7,0.053,-6.697,0,0.473,261.747,114.041,4,0.878,b'TRAAAVG12903CFA543'
2491,Rated R - Keepin It Real (Skit),276593,114.78159,0.096,1,0.0,-17.302,1,0.0,114.782,111.787,1,0.0,b'TRAAAMQ128F1460CD3'
2492,Gob - Face the Ashes,6795666,209.60608,0.066,2,0.092,-4.501,1,0.371,198.699,129.738,4,0.562,b'TRAAAFD128F92F423A'
2493,Jeff And Sheri Easter - The Moon And I (Ordinary Day Album Version),444964,267.7024,2.264,5,0.635,-9.323,1,0.557,254.27,147.782,3,0.454,b'TRAAAMO128F1481E7F'
2494,Sonora Santanera - Amor De Cabaret,5703798,177.47546,0.282,8,0.643,-9.689,1,0.565,172.304,100.07,1,0.0,b'TRAAADZ128F9348C2E'
2495,JennyAnyKind - Young Boy Blues,5967937,218.77506,2.125,5,0.354,-10.021,0,0.485,207.012,146.765,1,0.0,b'TRAAAVO128F93133D4'
2496,Tweeterfriendly Music - Drop of Rain,90004,189.57016,0.319,4,0.0,-11.642,0,0.16,181.023,101.43,3,0.408,b'TRAAAPK128E0786D96'
2497,NOFX - Stickin In My Eye,1082135,144.50893,0.237,4,0.093,-7.787,0,0.423,140.057,152.622,4,0.358,b'TRAAFJW128F428A424'
2498,Taras - I Will Love Again (JJ's Club Radio),5857433,200.25424,0.0,11,0.056,-5.884,0,0.283,194.844,127.97,4,0.0,b'TRAAFEB128F92F8694'
2499,Bruce Rowland - Rosemary Recalls,2445709,84.03546,0.328,7,0.469,-26.266,1,0.591,75.79,115.642,4,0.44,b'TRAAFON128F42926FB'
2500,Soda Stereo - Entre Caníbales,5646037,246.69995,0.322,7,0.161,-9.603,1,0.205,224.049,112.903,4,1.0,b'TRAAFMS128F933AB23'
2501,Xcultures - Sudanese Dance,5190145,273.52771,2.177,1,0.652,-6.305,1,0.694,268.893,125.013,4,1.0,b'TRAAFRU128F9339158'
2502,Van Halen - Panama (Remastered Album Version),72173,209.29261,0.0,8,0.455,-4.865,1,0.48,206.623,140.995,1,0.41,b'TRAAFYL128E07856A7'
2503,Murskahumppa - Ota kiinni,7717117,285.17832,0.0,7,0.379,-8.488,1,0.401,275.853,110.787,3,1.0,b'TRAAFKJ12903D02552'
2504,Heavy D / McGruff - Wanna Be A Player,4717505,161.38404,0.165,5,0.665,-9.161,0,0.606,161.384,96.979,4,0.895,b'TRAAFUJ128F933F42B'
2505,White Heart - Where The Thunder Roars (Tales Of Wonder Album Version),1548122,298.84036,19.093,5,0.596,-9.998,1,0.567,289.46,113.277,4,0.872,b'TRAAFSM128F425A2C5'
2506,Leland Martin - Stone Cold Fingers (Bonus Track),2848238,175.62077,0.148,4,0.852,-10.647,1,0.743,167.358,159.968,4,0.415,b'TRAAOEH128F426A82F'
2507,Scott Wesley Brown - All Rise,669403,295.60118,2.125,2,0.783,-9.435,1,0.704,290.65,137.288,4,0.471,b'TRAAOTT128F14AE002'
2508,Pery Ribeiro - Our Love Is Here To Stay,5488798,180.00934,0.258,0,0.097,-13.668,1,0.325,171.648,133.009,4,0.682,b'TRAAOYG128F9314996'
2509,Susana Seivane - Para Milladoiro,8736894,350.71955,0.519,10,0.881,-13.038,1,0.901,334.17,152.013,4,1.0,b'TRAAODT12903D0D16E'
2510,Flávio José - Jogo Limpo,5679595,252.02893,0.149,3,0.372,-8.639,1,0.467,252.029,168.323,4,0.484,b'TRAAOTT128F9342E04'
2511,Test Icicles - Snowball,5902774,190.24934,0.0,4,0.441,-4.172,0,0.326,185.289,75.031,4,1.0,b'TRAAOIN128F9303790'
2512,Mance Lipscomb - Going Down Slow,2606546,187.53261,0.0,11,0.681,-23.527,1,0.541,180.355,97.981,1,0.0,b'TRAAOTD128F42322FC'
2513,Sven Tasnadi - Charisma,5706978,557.26975,0.0,11,0.259,-12.26,1,0.462,508.54,123.993,4,0.302,b'TRAAORY128F934984F'
2514,Heaven 17 - (We Don't Need This) Fascist Groove Thang,241101,255.16363,2.67,7,0.473,-10.756,1,0.505,248.337,150.837,4,0.466,b'TRAAOJI128F1458DCD'
2515,Moss - Silent Hill,8175909,329.35138,0.0,2,0.144,-7.672,1,0.287,316.883,111.079,4,0.599,b'TRAAOXM12903CFB3B0'
2516,React - Drunk Alone,2409241,120.2673,0.502,10,0.634,-3.422,0,0.52,116.013,143.231,1,0.0,b'TRAAOPW128F428AE31'
2517,Mira - Openbare Weg,5262298,177.81506,0.554,4,0.695,-12.004,1,0.673,167.48,85.621,4,0.612,b'TRAAHMO128F92DE7C9'
2518,Vince Guaraldi / Bola Sete - Choro,4819514,294.66077,0.864,5,0.238,-15.761,0,0.07,282.564,168.307,4,0.0,b'TRAAHVY128F92E25D6'
2519,Ellen McIlwaine - Spontanous Combustion,8486209,275.12118,0.34,7,0.699,-6.29,1,0.527,272.933,132.428,4,0.281,b'TRAAHTH12903CCFFE1'
2520,Organized Konfusion - Hate,7810785,198.3473,0.201,11,0.306,-8.709,0,0.22,182.184,175.769,4,0.7,b'TRAAHZP12903CA25F4'
2521,Maurice Chevalier - Ma Louise,6046214,193.20118,0.497,0,0.371,-27.433,1,0.484,190.003,140.956,7,0.866,b'TRAAHXN128F9326097'
2522,Carl Cox Vs Yousef - I Want You (Forever),6063570,357.82485,0.131,1,0.485,-5.701,1,0.427,353.785,130.016,5,1.0,b'TRAAHYV128F932A425'
2523,Kai Winding - Mangos,5481094,223.4771,0.291,0,0.0,-14.438,1,0.138,220.026,112.006,4,0.844,b'TRAAHJX128F9312B83'
2524,Bézu - Le tortillard,4463774,285.64853,0.397,8,0.508,-9.093,1,0.343,274.727,126.88,4,0.0,b'TRAAHDH128F93094B6'
2525,Schizoid - Grim Prospects (Gross Prospects - Bad Trip Remix),5285106,275.40853,0.0,9,0.376,-2.119,1,0.334,272.556,102.408,4,0.395,b'TRAAHER128F92E3FE9'
2526,Solistiyhtye Suomi - Teräslintu,2363661,134.08608,4.441,4,0.718,-12.839,0,0.674,130.38,133.699,1,0.0,b'TRAAHEH128F427FCEF'
2527,Citizen Kaned - President Johnson,7884742,385.33179,3.048,8,0.822,-8.37,0,0.503,382.647,108.061,4,1.0,b'TRAAHPZ12903CB4643'
2528,Redman - WKYA (drop),86269,124.18567,0.0,1,0.074,-10.296,0,0.492,121.005,85.008,5,1.0,b'TRAAHEG128E07861C3'
2529,The Brooklyn Tabernacle Choir - Lead Me Lord,3826845,324.44036,0.0,7,0.558,-11.829,1,0.718,312.239,216.195,5,1.0,b'TRAAHRF128F92FE234'
2530,Eddie Cantor - Now's The Time To Fall In Love,5426684,155.61098,0.154,11,0.599,-13.71,1,0.517,150.75,118.975,1,0.003,b'TRAAHEQ128F93057B4'
2531,Sonny Simmons - A Distant Voice,2468314,443.24526,0.23,1,0.0,-13.002,1,0.051,430.736,45.527,4,0.0,b'TRAAHKE128F421389B'
2532,Hank Locklin - We're Gonna Go Fishin',3301722,127.05914,0.322,2,0.826,-12.772,1,0.936,114.724,148.357,4,0.097,b'TRAAMKI128F428537A'
2533,Pearl Jam - Inside Job,3475412,428.56444,4.267,4,0.743,-8.403,0,0.727,414.697,105.994,3,1.0,b'TRAAMES128F42AF068'
2534,Mastodon - The Czar: Usurper/Escape/Martyr/Spiral (Album Version),5964972,654.28853,3.048,7,0.539,-5.884,0,0.617,638.462,118.433,4,0.802,b'TRAAMFT128F93128AD'
2535,BT - Robbers Kill Cop,5250706,44.35546,0.0,1,0.0,-18.147,0,0.0,44.355,136.164,4,0.68,b'TRAAMKL128F9347D8A'
2536,Norrie Paramor - Dearly Beloved,6382258,163.49995,2.171,9,0.753,-25.694,1,0.629,156.212,79.731,4,0.897,b'TRAAMZB12903CAB002'
2537,2-4 Grooves feat. Reki D. - Relax,8450582,203.83302,2.067,4,0.648,-7.661,0,0.629,195.117,126.941,4,1.0,b'TRAAMKP12903CC74F4'
2538,Descendents - Orgofart,3707502,140.66893,0.078,6,0.006,-28.347,0,0.127,135.285,89.495,4,0.614,b'TRAAMPA128F92E7D0D'
2539,Shelley Fabares - Johnny Loves Me (LP Version),499172,143.0722,0.32,0,0.675,-15.351,1,0.353,133.724,99.408,4,1.0,b'TRAAMYQ128F148B753'
2540,Gary Hobbs - The Look Of Love,5979322,289.64526,0.0,0,0.403,-9.435,1,0.578,286.18,188.502,1,0.0,b'TRAAMZR128F9315DCC'
2541,L.A. Guns - Bitch Is Back,746719,201.09016,0.0,5,0.608,-2.869,0,0.505,201.09,102.259,3,1.0,b'TRAAMSO128EF348DCC'
2542,DJ Quik - Born and Raised In Compton,5845776,205.58322,0.0,7,0.025,-6.998,0,0.312,202.931,181.115,4,0.701,b'TRAAMJY128F92F5919'
2543,Natalie Cole - Take A Look  (LP Version),6835825,185.7824,3.059,8,0.015,-13.251,1,0.236,174.556,88.489,1,0.249,b'TRAAMFG128F92FDEA2'
